"Date","Ethereum - Difficulty","Ethereum Classic - Difficulty"
"2020/02/25",2.250327706547E+15,1.5903649725943E+14
"2020/02/26",2.253688236794E+15,1.5890232460908E+14
"2020/02/27",2341555874782344,1.5621271846485E+14
"2020/02/28",2286565472767027,1.5054251382013E+14
"2020/02/29",2296406980731179,1.487177018641E+14
"2020/03/01",2276237698688872,1.5404830639372E+14
"2020/03/02",2.2427996469194E+15,1.5805609878264E+14
"2020/03/03",2.260147305886E+15,1.6119094406847E+14
"2020/03/04",2.2828526905702E+15,1.5893742709762E+14
"2020/03/05",2.3133199949721E+15,1.6118366237907E+14
"2020/03/06",2224908607066427,1.4930284378976E+14
"2020/03/07",2.2722787215868E+15,1.4379441499309E+14
"2020/03/08",2322139559580106,1.4488623013377E+14
"2020/03/09",2.3038101326046E+15,1.5010276628460E+14
"2020/03/10",2287044580624144,1.4957887822404E+14
"2020/03/11",2.2483626736379E+15,1.4579694841274E+14
"2020/03/12",2.2845706088267E+15,1.3970585811644E+14
"2020/03/13",2.2397350965732E+15,1.3149317325609E+14
"2020/03/14",2.1755518033674E+15,1.5103545848741E+14
"2020/03/15",2182442413338493,1.6019093359512E+14
"2020/03/16",2.2034619152463E+15,1.6150269668232E+14
"2020/03/17",2.1338049036568E+15,1.4580244653438E+14
"2020/03/18",2.1805066348338E+15,1.3377319120753E+14
"2020/03/19",2.1909311375417E+15,1.32377230142E+14
"2020/03/20",2.1902598718253E+15,1.3433052382888E+14
"2020/03/21",2.227485546472E+15,1.2979061504484E+14
"2020/03/22",2.1594072138646E+15,1.2920922122718E+14
"2020/03/23",2.1598550795181E+15,1.2818959511576E+14
"2020/03/24",2232215234546543,1.2905156739282E+14
"2020/03/25",2192031453927202,1.282938588149E+14
"2020/03/26",2.2169668007607E+15,1.2829135527018E+14
"2020/03/27",2201867706749060,1.2777043529816E+14
"2020/03/28",2.2183977902242E+15,1.2926439550666E+14
"2020/03/29",2237588592265863,1.3099156996389E+14
"2020/03/30",2256529734997784,1.3320179763944E+14
"2020/03/31",2.1936231516566E+15,1.2822376008909E+14
"2020/04/01",2.1885312322007E+15,1.2604143085213E+14
"2020/04/02",2261717269664528,1.277427387669E+14
"2020/04/03",2.2254261600255E+15,1.2354336737366E+14
"2020/04/04",2.1901178962135E+15,1.2287534580472E+14
"2020/04/05",2.2142745857655E+15,1.2316539685653E+14
"2020/04/06",2.1451245908684E+15,1.1950831265199E+14
"2020/04/07",2176478483863229,1.1801288047948E+14
"2020/04/08",2.2057021658769E+15,1.1950008673713E+14
"2020/04/09",2.2143254183774E+15,1.1831451435676E+14
"2020/04/10",2.2474132487984E+15,1.2200671731348E+14
"2020/04/11",2197969953807986,1.1909965361651E+14
"2020/04/12",2.2343833349461E+15,1.1910896932835E+14
"2020/04/13",2214842680256928,1.1817828294488E+14
"2020/04/14",2271633373597664,1.1995514878148E+14
"2020/04/15",2.2479498954424E+15,1.174917364168E+14
"2020/04/16",2.27028458107E+15,1.160784103382E+14
"2020/04/17",2242992503408687,1.141311899492E+14
"2020/04/18",2255731998701418,1.1580284459668E+14
"2020/04/19",2.1928076179156E+15,1.1082594382551E+14
"2020/04/20",2.1848588109851E+15,1.1062329069659E+14
"2020/04/21",2.2320845129664E+15,1.1116870023447E+14
"2020/04/22",2.2042628726063E+15,1.0882565120042E+14
"2020/04/23",2.2625092766108E+15,1.1431870678513E+14
"2020/04/24",2228822176456599,1.0925897456636E+14
"2020/04/25",2.216500301056E+15,1.0898031479529E+14
"2020/04/26",2.226631842248E+15,1.0791201190452E+14
"2020/04/27",2.1772203080384E+15,1.0986007659016E+14
"2020/04/28",2178617862385231,1.1177513033079E+14
"2020/04/29",2238005274061377,1.093050152339E+14
"2020/04/30",2276654186112156,1.075134341515E+14
"2020/05/01",2318620367470840,1.1242478728944E+14
"2020/05/02",2.3308728597112E+15,1.1249458056236E+14
"2020/05/03",2279570599153865,1.200223962155E+14
"2020/05/04",2338904189751974,1.2111992052463E+14
"2020/05/05",2.3537537271728E+15,1.2696720866933E+14
"2020/05/06",2.3031001184695E+15,1.226901544552E+14
"2020/05/07",2.2435234141994E+15,1.159195477499E+14
"2020/05/08",2274344810388728,1.1929852518236E+14
"2020/05/09",2.2960337927508E+15,117938467993675
"2020/05/10",2.2388012196691E+15,1.1334651106117E+14
"2020/05/11",2266229277682380,1.1313342244692E+14
"2020/05/12",2.2673700844513E+15,1.0961791714018E+14
"2020/05/13",2249314785692062,1.1111082028573E+14
"2020/05/14",2.2831441810938E+15,1.0855353221620E+14
"2020/05/15",2328703692980969,1.0900936356582E+14
"2020/05/16",2276285657202904,1.1212573620588E+14
"2020/05/17",2326027885806891,1.1467516890168E+14
"2020/05/18",2271760571777529,1.0973033407568E+14
"2020/05/19",2.2430054240256E+15,1.0596209469976E+14
"2020/05/20",2.298306407304E+15,1.0969440735575E+14
"2020/05/21",2.2379361646041E+15,1.0931669042615E+14
"2020/05/22",2.2582381797268E+15,1.057506300274E+14
"2020/05/23",2273518500602780,1.0807763131041E+14
"2020/05/24",2304280260143810,1.1200816475929E+14
"2020/05/25",2.2620000495102E+15,1.106084505684E+14
"2020/05/26",2.240723517554E+15,1.1018871395677E+14
"2020/05/27",2295607835284184,1.0897623018611E+14
"2020/05/28",2259740317061732,1.0908251037945E+14
"2020/05/29",2.2750650147195E+15,1.0989366786442E+14
"2020/05/30",2300421645778158,1.0920351787952E+14
"2020/05/31",2.328436581378E+15,1.1034722841233E+14
"2020/06/01",2.2992696823996E+15,94588878816198
"2020/06/02",2.308870193005E+15,95975289334562
"2020/06/03",2357415459983394,1.0265471288289E+14
"2020/06/04",2367809883427728,1.0320482913584E+14
"2020/06/05",2.3162153224616E+15,1.0092456453168E+14
"2020/06/06",2340878660361848,1.0083736624125E+14
"2020/06/07",2366153006324345,98086888757731
"2020/06/08",2.3332278581957E+15,97034907183611
"2020/06/09",2285532003046146,96677223442462
"2020/06/10",2277161984757869,90771571577029
"2020/06/11",2281666309846573,91544867695095
"2020/06/12",2.2757954555242E+15,94224179181706
"2020/06/13",2.2916407010427E+15,93163705554806
"2020/06/14",2.3006115437711E+15,94655349512763
"2020/06/15",2.3025462371562E+15,94395439659047
"2020/06/16",2353432775800042,93176068649643
"2020/06/17",2.3018702248158E+15,95368248997966
"2020/06/18",2.2966686957185E+15,94413418042913
"2020/06/19",2330632422008059,92550672533673
"2020/06/20",2358639303130428,93029628598896
"2020/06/21",2346555186346084,91445702171295
"2020/06/22",2.319236453606E+15,88972649189245
"2020/06/23",2.3504149241599E+15,88097421733679
"2020/06/24",2362403429310276,84816124336585
"2020/06/25",2.4052774958513E+15,81129969957348
"2020/06/26",2.4068948138158E+15,83648127494256
"2020/06/27",2.3873705925727E+15,82269730358068
"2020/06/28",2.3414224180638E+15,79101482210504
"2020/06/29",2.3974349527413E+15,80799237954021
"2020/06/30",2358194560152865,79499188261093
"2020/07/01",2337924652434036,77232627826311
"2020/07/02",2.3583163594846E+15,78119946504286
"2020/07/03",2382837221643072,78903459282986
"2020/07/04",2.4081393451245E+15,82553610993113
"2020/07/05",2.3773795119921E+15,82979532602759
"2020/07/06",2.3894786782016E+15,80903168054224
"2020/07/07",2349911136065227,80635060804217
"2020/07/08",2.4283745630817E+15,83003499192876
"2020/07/09",2403289733407635,86839939865414
"2020/07/10",2391923596958463,87475232379173
"2020/07/11",2396733448300371,87556571757604
"2020/07/12",2.4239427939636E+15,89433877017415
"2020/07/13",2.4447654506556E+15,85525788498963
"2020/07/14",2.4089280493865E+15,86053609830571
"2020/07/15",2.3847794118144E+15,84206618060497
"2020/07/16",2416897008164607,83887167160308
"2020/07/17",2.3611804472379E+15,79287491217739
"2020/07/18",2402131610682276,80734290773298
"2020/07/19",2.4245777041708E+15,80775066254354
"2020/07/20",2.3629441452086E+15,79483461958882
"2020/07/21",2302394117851142,78458852517436
"2020/07/22",2.2774146651875E+15,77574215874971
"2020/07/23",2.3600836499281E+15,74395539830490
"2020/07/24",2452139971627759,71236404031427
"2020/07/25",2.3836288440561E+15,68871276064831
"2020/07/26",2431627905427886,67172568602927
"2020/07/27",2450503703949248,68578242796429
"2020/07/28",2511147459232083,68176419728479
"2020/07/29",2.5339837491785E+15,70609634103521
"2020/07/30",2495871727286803,69923028830873
"2020/07/31",2394725595605838,67977489819863
"2020/08/01",2438661057420395,64761377761298
"2020/08/02",2.5150793703342E+15,50966474199442
"2020/08/03",2.4283381194377E+15,54479757942974
"2020/08/04",2.4630871730039E+15,58949658233996
"2020/08/05",2453222927579741,60307776841634
"2020/08/06",2.4529076166406E+15,72985299369700
"2020/08/07",2.5173858164553E+15,43415078707044
"2020/08/08",2543810968810946,47575153869528
"2020/08/09",2592107455956343,47233724330876
"2020/08/10",2573426338302053,44995465334359
"2020/08/11",2534224749941378,44787529650063
"2020/08/12",2.5620455806581E+15,35597035306467
"2020/08/13",2.5834445415167E+15,29986676748745
"2020/08/14",2676094574784387,30956112399472
"2020/08/15",2.7292666991804E+15,38050148289588
"2020/08/16",2656591643638469,43229196440853
"2020/08/17",2.5819572153987E+15,41640145234237
"2020/08/18",2477494953102993,38528429506800
"2020/08/19",2599290832333296,39290009525026
"2020/08/20",2.6589432767499E+15,40311725227198
"2020/08/21",2728688407264615,37346717708216
"2020/08/22",2705914605775058,42091486658851
"2020/08/23",2729429715947221,48440355491067
"2020/08/24",2.7266338209255E+15,47186354713038
"2020/08/25",2759997186292721,45254793784740
"2020/08/26",2736414288730281,47471956525990
"2020/08/27",2.7259371208552E+15,45954765477944
"2020/08/28",2780535651250185,47546471202783
"2020/08/29",2701461372103643,46878384609100
"2020/08/30",2744792701462877,33695957559058
"2020/08/31",2.7343884002226E+15,27026866307279
"2020/09/01",2877913837501646,20297258922411
"2020/09/02",2.8756424738452E+15,17805568139763
"2020/09/03",2831203344156015,20165533634277
"2020/09/04",2898343644530039,21630688564818
"2020/09/05",2948502949643538,25590482225177
"2020/09/06",3001690651851687,31463057774590
"2020/09/07",3065247417417995,36033068231962
"2020/09/08",3017171627724311,40284373907470
"2020/09/09",3.0083186047059E+15,37231761639848
"2020/09/10",2.9470148649285E+15,31321603389152
"2020/09/11",3036541584241898,32403769998269
"2020/09/12",3120636498266549,36959213877859
"2020/09/13",3.0970452849144E+15,35352207840191
"2020/09/14",3.0867262812934E+15,30722728021310
"2020/09/15",3104339641269332,30005587670314
"2020/09/16",3066220122373762,33479014798080
"2020/09/17",3161325359902639,25936371894874
"2020/09/18",3119651331492790,21721376510114
"2020/09/19",3137161300752304,29726376754370
"2020/09/20",3154588981012828,33317838527599
"2020/09/21",3195676491333466,33190272306280
"2020/09/22",3181617263440937,34777760796369
"2020/09/23",3.2176649460661E+15,38008666279712
"2020/09/24",3.1309614417461E+15,41517355624511
"2020/09/25",3.1532350705426E+15,41373454822663
"2020/09/26",3.2508614769641E+15,45394903848910
"2020/09/27",3271997314309489,47888517722028
"2020/09/28",3.2436288798672E+15,45288262400457
"2020/09/29",3.2484286437499E+15,40011631155109
"2020/09/30",3.2653355991953E+15,42775217727865
"2020/10/01",3263944294791594,43472466197374
"2020/10/02",3285465361351594,45020689825248
"2020/10/03",3.2149681229059E+15,47912336687835
"2020/10/04",3.2535779612691E+15,46741196245622
"2020/10/05",3260944765459496,46409956905482
"2020/10/06",3395395363681049,46985826737762
"2020/10/07",3375603442842170,50284507939644
"2020/10/08",3.2983859544618E+15,50654098238444
"2020/10/09",3313690449700593,50206936860987
"2020/10/10",3.3350727233987E+15,51077134430737
"2020/10/11",3273613988700548,53247647133826
"2020/10/12",3295415423610771,50753497536323
"2020/10/13",3320626662605648,51666141547511
"2020/10/14",3.2804147542448E+15,50927747599960
"2020/10/15",3342045490748287,51824452146382
"2020/10/16",3340547245612314,53469334464137
"2020/10/17",3.3360685374194E+15,60566250265014
"2020/10/18",3255740030385164,58883919041523
"2020/10/19",3.3274070986065E+15,55224361196425
"2020/10/20",3.3476715974282E+15,54841532250817
"2020/10/21",3.3343567189308E+15,51146918252598
"2020/10/22",3334919492734430,52777360528742
"2020/10/23",3.3842138173858E+15,53316719067860
"2020/10/24",3394024364404272,58736331890590
"2020/10/25",3.3595232139869E+15,58282073633637
"2020/10/26",3248183933553445,52722126085630
"2020/10/27",3293520933148032,56101221428284
"2020/10/28",3.325639369408E+15,51322342424817
"2020/10/29",3.4027909667776E+15,51339520892311
"2020/10/30",3352477979523836,51363301029055
"2020/10/31",3350094346686314,54684153015124
"2020/11/01",3396058303736014,57596254851250
"2020/11/02",3.2918863046466E+15,49888634256060
"2020/11/03",3.3493028885339E+15,51553324077695
"2020/11/04",3.3406505125714E+15,53357139859954
"2020/11/05",3301841553793320,50218351293707
"2020/11/06",3.3922873157415E+15,42090871998581
"2020/11/07",3438418587239774,38211066344246
"2020/11/08",3310777202726146,47303816021754
"2020/11/09",3.3606394350959E+15,46346964923893
"2020/11/10",3.3830604222309E+15,46167041610889
"2020/11/11",3.4028228858658E+15,46910662657703
"2020/11/12",3.3587499553672E+15,45610576644097
"2020/11/13",3424202242621577,44476244964689
"2020/11/14",3352616740251629,47779917292656
"2020/11/15",3451368258202443,50433312634010
"2020/11/16",3.3649158778215E+15,48553099017246
"2020/11/17",3413737859195152,46972433745775
"2020/11/18",3416954325391967,44638540529491
"2020/11/19",3437561806114520,51460490790075
"2020/11/20",3.509312880053E+15,48376145785528
"2020/11/21",3495115341388413,47785542885245
"2020/11/22",3.555932447838E+15,48612298192667
"2020/11/23",3.421094478954E+15,42292948772050
"2020/11/24",3.5135431852326E+15,42043274034977
"2020/11/25",3.5579617182992E+15,52272044756429
"2020/11/26",3.5184814429009E+15,42586878303259
"2020/11/27",3.5562115360145E+15,51679577836996
"2020/11/28",3465398680794349,53474488128953
"2020/11/29",3615578620968005,64558431386349
"2020/11/30",3.616421104215E+15,70155028691086
"2020/12/01",3.6923416527867E+15,70032058491620
"2020/12/02",3.5184822168099E+15,70696354126359
"2020/12/03",3610522802719949,72967940167009
"2020/12/04",3.6346248164432E+15,74115500012495
"2020/12/05",3615951621594438,76308693240783
"2020/12/06",3.629167538704E+15,72816486372176
"2020/12/07",3.6250101738573E+15,76840015581377
"2020/12/08",3637833179688524,76718486641625
"2020/12/09",3.6338161627483E+15,75140013768002
"2020/12/10",3692368191499610,75604783966389
"2020/12/11",3.5610117898086E+15,78289876302792
"2020/12/12",3.5979988139477E+15,84605086924116
"2020/12/13",3661126231468105,83647113772239
"2020/12/14",3521007134954278,85840682048198
"2020/12/15",3.5677199742356E+15,84816921306768
"2020/12/16",3559678179524204,95621918202886
"2020/12/17",3.5837732872217E+15,97746486356424
"2020/12/18",3632389641760742,95585720790122
"2020/12/19",3.5736115508427E+15,93085730145562
"2020/12/20",3619780104259098,93790750272182
"2020/12/21",3.6771357101046E+15,99925318519457
"2020/12/22",3.668281226998E+15,1.0148444865901E+14
"2020/12/23",3696187110600807,99815436402872
"2020/12/24",3684746021761146,1.0051148129705E+14
"2020/12/25",3.609207740809E+15,98285463595042
"2020/12/26",3653750099729030,97466065928747
"2020/12/27",3.6508403762059E+15,97619183670251
"2020/12/28",3784431191290497,94585519121211
"2020/12/29",3784290938732871,95344029752152
"2020/12/30",3670115907794824,98433390032676
"2020/12/31",3738495710243712,1.0142857322506E+14
"2021/01/01",3730325588753708,1.0463477604666E+14
"2021/01/02",3851061603179172,1.0917105092132E+14
"2021/01/03",3.8723117415999E+15,1.1013378345196E+14
"2021/01/04",3.8615929321383E+15,1.0894475543938E+14
"2021/01/05",3864785003067019,1.0710723453658E+14
"2021/01/06",3914136033150552,1.0849681194417E+14
"2021/01/07",3.9468161561792E+15,1.0583368220695E+14
"2021/01/08",3.9621221485527E+15,1.0398243891674E+14
"2021/01/09",3986184226063408,1.0486990240697E+14
"2021/01/10",4.0274051369717E+15,1.0796456860106E+14
"2021/01/11",4.0711736541125E+15,1.1457111974115E+14
"2021/01/12",4.0976447235437E+15,1.1374554773859E+14
"2021/01/13",4108383817719712,1.1452772737319E+14
"2021/01/14",4216943935031647,1.144198166273E+14
"2021/01/15",4.1090403272492E+15,1.1414039425189E+14
"2021/01/16",4224079146916756,1.0864287670052E+14
"2021/01/17",4.1162000158677E+15,1.0869300234769E+14
"2021/01/18",4163782479769111,1.0856176086645E+14
"2021/01/19",4.1887106150188E+15,1.0952713367986E+14
"2021/01/20",4271547166180999,1.1097784878019E+14
"2021/01/21",4256981154872425,1.0826244228474E+14
"2021/01/22",4289518043626524,1.1004613754568E+14
"2021/01/23",4.3451263407934E+15,1.1178599991877E+14
"2021/01/24",4.3783056379846E+15,1.1088660679207E+14
"2021/01/25",4429992468591822,1.1014502707672E+14
"2021/01/26",4438141620857258,1.0134155635379E+14
"2021/01/27",4571346649997219,1.0689289759E+14
"2021/01/28",4480351542314002,1.1095674547392E+14
"2021/01/29",4439482522051969,1.1118125929458E+14
"2021/01/30",4449471932440112,1.0480589577895E+14
"2021/01/31",4449902740589580,1.0449638928705E+14
"2021/02/01",4615323550974979,1.0465181048522E+14
"2021/02/02",4608800682087224,1.0707663015274E+14
"2021/02/03",4561241973475117,1.0777520611483E+14
"2021/02/04",4644470253116808,1.0628142333088E+14
"2021/02/05",4703172360911612,1.0370326249182E+14
"2021/02/06",4690614739164749,1.0381007391192E+14
"2021/02/07",4823899638769312,1.0400057377978E+14
"2021/02/08",4855306456131281,1.0228251558877E+14
"2021/02/09",4810925029798037,96723119044203
"2021/02/10",4807885943066506,97599351727215
"2021/02/11",4893209199138060,96600433531164
"2021/02/12",4999800831413524,96089390952132
"2021/02/13",4989640953336216,96336264173609
"2021/02/14",5020239144826598,1.0472204112933E+14
"2021/02/15",5056232894339859,1.1706498087988E+14
"2021/02/16",5070865800248005,1.16627395961E+14
"2021/02/17",5095312812257154,1.1509827049458E+14
"2021/02/18",5059295587243820,1.1878675293951E+14
"2021/02/19",5135740855989037,1.1367912241458E+14
"2021/02/20",5129309564301922,1.1202298646678E+14
"2021/02/21",5015625379634188,1.0813246209074E+14
"2021/02/22",5236799581647681,1.0762059721237E+14
"2021/02/23",5174240710178297,1.0601446240848E+14
"2021/02/24",5313277377536753,1.0432610451695E+14
"2021/02/25",5251649704714003,1.0379045064937E+14
"2021/02/26",5258616595127642,1.0396406457871E+14
"2021/02/27",5331733062064673,1.0762395090898E+14
"2021/02/28",5340437681135512,1.0634539493707E+14
"2021/03/01",5362932560590127,1.0361780850428E+14
"2021/03/02",5334909367048460,96090084712340
"2021/03/03",5257453416582124,1.0304465413686E+14
"2021/03/04",5214411604827352,1.136676405759E+14
"2021/03/05",5386832762877237,1.1881810608613E+14
"2021/03/06",5517413005835356,1.1780925124381E+14
"2021/03/07",5517677569288337,1.1738182957169E+14
"2021/03/08",5509022496598558,1.131556306833E+14
"2021/03/09",5481496676447878,1.1557572397161E+14
"2021/03/10",5465561517676388,1.1467924208228E+14
"2021/03/11",5521308692584692,1.1607995579656E+14
"2021/03/12",5421232736179328,1.1866378447275E+14
"2021/03/13",5525856057131938,1.1441440671970E+14
"2021/03/14",5619282219072090,1.1359046892402E+14
"2021/03/15",5625633104099270,1.1464357047713E+14
"2021/03/16",5670987085871923,1.1060664554741E+14
"2021/03/17",5730822605561002,1.0745803260984E+14
"2021/03/18",5661062933530017,1.0570246200129E+14
"2021/03/19",5751325869948864,1.0491628141568E+14
"2021/03/20",5867746634520933,1.0661680836904E+14
"2021/03/21",5881897293428900,1.0550267956006E+14
"2021/03/22",5775729372419964,92586733413032
"2021/03/23",5821129870581709,1.0044913017137E+14
"2021/03/24",5805481367952020,1.0715170324024E+14
"2021/03/25",5928278169675606,1.0899764765876E+14
"2021/03/26",6049460956073686,1.05726680271E+14
"2021/03/27",6034324860034268,1.0679548866795E+14
"2021/03/28",6077682496721835,1.0947812251235E+14
"2021/03/29",6174428519811498,1.1073940209591E+14
"2021/03/30",6159975992704785,1.1212898250245E+14
"2021/03/31",6173046521626454,1.1297561882953E+14
"2021/04/01",6211127769349121,1.1788387151342E+14
"2021/04/02",6288900218108246,1.1705652207147E+14
"2021/04/03",6254700519321288,1.1591951735652E+14
"2021/04/04",6363505797756233,1.1773824302361E+14
"2021/04/05",6540983585044012,1.2082510029108E+14
"2021/04/06",6467737010246664,121546346631420
"2021/04/07",6592972083533022,1.2705674426481E+14
"2021/04/08",6629617904815534,1.3229286537486E+14
"2021/04/09",6580640842420255,1.3260210593606E+14
"2021/04/10",6541039096008387,1.3397382493591E+14
"2021/04/11",6462380476994726,1.3579079606033E+14
"2021/04/12",6846624570402867,1.3836672897707E+14
"2021/04/13",6842096246663414,1.3728982887688E+14
"2021/04/14",6844231571180677,1.3454172457714E+14
"2021/04/15",6826078661445708,1.3684172129399E+14
"2021/04/16",6600300125535506,1.4912943827412E+14
"2021/04/17",6677553879182916,1.747127407655E+14
"2021/04/18",6745429779641086,1.782200142362E+14
"2021/04/19",6594483243006433,1.7232243135739E+14
"2021/04/20",6664511517379862,1.6514567347591E+14
"2021/04/21",6857228919167014,1.5957228712832E+14
"2021/04/22",6918022708259517,1.6338822631373E+14
"2021/04/23",6891671911442451,1.6901004043925E+14
"2021/04/24",6872911345805312,1.750853418839E+14
"2021/04/25",7091046444361071,1.771519347163E+14
"2021/04/26",7171488270515422,1.8045331623039E+14
"2021/04/27",7106296049060043,1.8086300352233E+14
"2021/04/28",7294759470958875,1.7860923166446E+14
"2021/04/29",7254432280784066,1.7750667594854E+14
"2021/04/30",7265124863008355,1.7998650631772E+14
"2021/05/01",7262694444604961,1.7878192884772E+14
"2021/05/02",7323313591975475,1.8380941331368E+14
"2021/05/03",7273497324799547,1.9231237294754E+14
"2021/05/04",7481514822458774,2.1086302365177E+14
"2021/05/05",7393633027372762,2.5269980095159E+14
"2021/05/06",7615430053247213,3.1410109329046E+14
"2021/05/07",7423584727843145,413944837927107
"2021/05/08",7562308324076465,4.0284345648402E+14
"2021/05/09",7685927443713923,3.868300739816E+14
"2021/05/10",7631052199128159,369747365352222
"2021/05/11",7715669061072283,3.5986650777715E+14
"2021/05/12",7735683435525278,3.5435244324362E+14
"2021/05/13",7784731950223426,3.5005364580655E+14
"2021/05/14",7886198420594344,340599259513667
"2021/05/15",7780090117884476,344759668622671
"2021/05/16",8045642997027587,3.6192889456314E+14
"2021/05/17",7854133368474426,3.510627770885E+14
"2021/05/18",8002441043373300,3.464917337278E+14
"2021/05/19",8082141326745397,3.4940194926819E+14
"2021/05/20",8166910502598695,3.4704526922116E+14
"2021/05/21",7983542273625233,3.4449347817531E+14
"2021/05/22",7912085053884345,3.5239069707705E+14
"2021/05/23",7842146772802972,3.5560389243138E+14
"2021/05/24",7748399362768957,3.3570387845085E+14
"2021/05/25",7815824850313052,3.5055683462387E+14
"2021/05/26",7784052367641246,346798555325577
"2021/05/27",7711744229196138,3.5176318709568E+14
"2021/05/28",7636685857657162,3.5254401393265E+14
"2021/05/29",7581613761842198,3.5927464911182E+14
"2021/05/30",7729289674753702,3.5465428342806E+14
"2021/05/31",7662568911828922,3.4745510712502E+14
"2021/06/01",7471564062760424,3.5334349395992E+14
"2021/06/02",7576295011404940,3.531203226113E+14
"2021/06/03",7689789487777396,3.5573801911248E+14
"2021/06/04",7743340232550379,3.6356546806814E+14
"2021/06/05",7858780126107378,3.6411315146812E+14
"2021/06/06",7821202991915194,3.7027503078673E+14
"2021/06/07",7890404516142126,3.5866932100819E+14
"2021/06/08",7895643673324698,3.4958041262885E+14
"2021/06/09",7783869857286127,3.5019128123586E+14
"2021/06/10",7600207382224959,3.5536599796034E+14
"2021/06/11",7616768956917456,3.5873401853539E+14
"2021/06/12",7497096534727370,3.535428183005E+14
"2021/06/13",7395324882148950,3.6753072063963E+14
"2021/06/14",7334705555488833,3.6494460716192E+14
"2021/06/15",7532194495133523,3.6175083585622E+14
"2021/06/16",7424027055844144,3.5385967249633E+14
"2021/06/17",7318158858412845,3.4680472194715E+14
"2021/06/18",7505578144518714,3.2459838591664E+14
"2021/06/19",7177252009766683,3.1353189362351E+14
"2021/06/20",7013031291957820,3.2253209286153E+14
"2021/06/21",6833011115635338,3.0590556991267E+14
"2021/06/22",6566033878702017,2.9009727376977E+14
"2021/06/23",6369677945004566,2.6569248224249E+14
"2021/06/24",6371383034219551,2.7031235454262E+14
"2021/06/25",6277576771217956,2.7121063476213E+14
"2021/06/26",6121523253149975,2.5885163893802E+14
"2021/06/27",6129535258246453,2.6522467582396E+14
"2021/06/28",6216555953261689,2.680738115411E+14
"2021/06/29",6336144788665950,2.7206625718524E+14
"2021/06/30",6356778321987845,2.9063978832761E+14
"2021/07/01",6334799328337683,2.9022180664810E+14
"2021/07/02",6350688023022014,2.9287221123365E+14
"2021/07/03",6373934849564052,2.8793470275885E+14
"2021/07/04",6385745040539124,284838818483752
"2021/07/05",6478656679825857,2.9243594288924E+14
"2021/07/06",6555067963610231,2.9568845254835E+14
"2021/07/07",6524650997913652,2.9207263195285E+14
"2021/07/08",6528230268181688,2.8722541231926E+14
"2021/07/09",6545681361026807,2.8527883922349E+14
"2021/07/10",6751808132436732,2.9288302026007E+14
"2021/07/11",6717726583238026,2.8663528471187E+14
"2021/07/12",6820424082129873,2.9622591452385E+14
"2021/07/13",6597305844297254,2.9334109767062E+14
"2021/07/14",6525014145635037,2.9535260260998E+14
"2021/07/15",6600320135390229,2.8731026003094E+14
"2021/07/16",6664813408004524,2.8905219074434E+14
"2021/07/17",6763845171427652,2.810046895229E+14
"2021/07/18",6649485741962843,2.8936085158433E+14
"2021/07/19",6742729057416713,2.9268519344433E+14
"2021/07/20",6726567485082063,2.9920378525847E+14
"2021/07/21",6747440623591813,2.9528295196071E+14
"2021/07/22",6784689798516626,2.9360985976283E+14
"2021/07/23",6889151623262957,2.9065136080312E+14
"2021/07/24",6900761921543839,2.9155988086037E+14
"2021/07/25",7057020520988610,2.9297646328133E+14
"2021/07/26",7149643472312639,2.9223770034865E+14
"2021/07/27",7154336492444491,2.8834913964005E+14
"2021/07/28",7244051914424185,284746096685799
"2021/07/29",7231371600140118,2.9154969134734E+14
"2021/07/30",7029318967870228,2.9974535661716E+14
"2021/07/31",7260822983233682,3.0293857339929E+14
"2021/08/01",7351963163735803,3.026619524539E+14
"2021/08/02",7405000855595735,2.9821612086442E+14
"2021/08/03",7593651454989349,3.0117023627234E+14
"2021/08/04",7679226718208426,2.9225431295866E+14
"2021/08/05",7617780010722876,3.0182429464143E+14
"2021/08/06",7462419258922883,2.9505415963278E+14
"2021/08/07",7511467746995969,2.9084298287201E+14
"2021/08/08",7521778505932688,3.0428669578555E+14
"2021/08/09",7708096439169183,3.0728984797975E+14
"2021/08/10",7863043818032593,2.9899848024536E+14
"2021/08/11",7713948614610008,2.9241269349379E+14
"2021/08/12",7751315511104274,2.9370741021417E+14
"2021/08/13",7753899205849477,2.943690613531E+14
"2021/08/14",7733359613619651,2.9939715754572E+14
"2021/08/15",7737131636002595,3.14986706028E+14
"2021/08/16",7634418945061618,3.2000748074897E+14
"2021/08/17",7748330179315106,3.1841241284166E+14
"2021/08/18",7913977616213736,3.1616236295186E+14
"2021/08/19",8001442680733057,3.1837593642074E+14
"2021/08/20",7909075028638837,3.1483676315802E+14
"2021/08/21",8126166710677931,3.1745634320895E+14
"2021/08/22",8084736915283730,3.1135978312885E+14
"2021/08/23",7981274149097880,3.1137534805408E+14
"2021/08/24",8124013832606505,3.1559398250969E+14
"2021/08/25",8224447187059721,3.1540699245171E+14
"2021/08/26",8272830381901533,3.1298360456583E+14
"2021/08/27",8289887146996101,3.1749792890794E+14
"2021/08/28",8203336534307855,3.1774494306786E+14
"2021/08/29",8201632246130318,3.1918816219089E+14
"2021/08/30",8340276088573413,3.156165198447E+14
"2021/08/31",8440001772870020,3.1833418919523E+14
"2021/09/01",8312709922363624,3.1745222305054E+14
